"DAY","K.kg/m^3"
2020-07-26,0.15475
2020-07-27,0.151048958333333
2020-07-28,0.151802083333333
2020-07-29,0.152114583333333
2020-07-30,0.154
2020-07-31,0.150173913043478
2020-08-01,0.148375
2020-08-02,0.146291666666667
2020-08-03,0.145
2020-08-04,0.146833333333333
2020-08-05,0.145541666666667
2020-08-06,0.143791666666667
2020-08-07,0.141625
2020-08-08,0.140791666666667
2020-08-09,0.139166666666667
2020-08-10,0.137916666666667
2020-08-11,0.136208333333333
2020-08-12,0.135916666666667
2020-08-13,0.135
2020-08-14,0.133458333333333
2020-08-15,0.131916666666667
2020-08-16,0.131125
2020-08-17,0.12925
2020-08-18,0.129
2020-08-19,0.127375
2020-08-20,0.125958333333333
2020-08-21,0.124875
2020-08-22,0.122875
2020-08-23,0.122083333333333
2020-08-24,0.122375
2020-08-25,0.125
2020-08-26,0.124260869565217
2020-08-27,0.122625
2020-08-28,0.120791666666667
2020-08-29,0.119166666666667
2020-08-30,0.117130434782609
2020-08-31,0.117909090909091
2020-09-01,0.115625
2020-09-02,0.311375
2020-09-03,0.21825
2020-09-04,0.114791666666667
2020-09-05,0.114125
2020-09-06,0.11275
2020-09-07,0.112041666666667
2020-09-08,0.111375
2020-09-09,0.110708333333333
2020-09-10,0.110583333333333
2020-09-11,0.134208333333333
2020-09-12,0.1465
2020-09-13,0.142083333333333
2020-09-14,0.14225
2020-09-15,0.142166666666667
2020-09-16,0.141291666666667
2020-09-17,0.140875
2020-09-18,0.14075
2020-09-19,0.139833333333333
2020-09-20,0.13775
2020-09-21,0.137347826086957
2020-09-22,0.1364
2020-09-23,0.13335
2020-09-24,0.133238095238095
2020-09-25,0.134619047619048
2020-09-26,0.13525
2020-09-27,0.133
2020-09-28,0.130869565217391
2020-09-29,0.13175
2020-09-30,0.131583333333333
2020-10-01,0.128291666666667
2020-10-02,0.129166666666667
2020-10-03,0.131086956521739
2020-10-04,0.131208333333333
2020-10-05,0.130086956521739
2020-10-06,0.129041666666667
2020-10-07,0.131652173913043
2020-10-08,0.137333333333333
2020-10-09,0.135458333333333
2020-10-10,0.134041666666667
2020-10-11,0.134217391304348
2020-10-12,0.133291666666667
2020-10-13,0.132041666666667
2020-10-14,0.129909090909091
2020-10-15,0.128782608695652
2020-10-16,0.129583333333333
2020-10-17,0.129916666666667
2020-10-18,0.129416666666667
2020-10-19,0.1285
2020-10-20,0.126083333333333
2020-10-21,0.129291666666667
2020-10-22,0.133333333333333
2020-10-23,0.135791666666667
2020-10-24,0.138318181818182
2020-10-25,0.140478260869565
2020-10-26,0.141041666666667
2020-10-27,0.13975
2020-10-28,0.138083333333333
2020-10-29,0.13475
2020-10-30,0.133875
2020-10-31,0.13325
2020-11-01,0.132875
2020-11-02,0.1315
2020-11-03,0.129583333333333
2020-11-04,0.131041666666667
2020-11-05,0.133434782608696
2020-11-06,0.132
2020-11-07,0.129083333333333
2020-11-08,0.126875
2020-11-09,0.125458333333333
2020-11-10,0.124375
2020-11-11,0.123166666666667
2020-11-12,0.122833333333333
2020-11-13,0.117826086956522
2020-11-14,0.113
2020-11-15,0.112041666666667
2020-11-16,0.110666666666667
2020-11-17,0.112826086956522
2020-11-18,0.111291666666667
2020-11-19,0.110083333333333
2020-11-20,0.112291666666667
2020-11-21,0.113083333333333
2020-11-22,0.110041666666667
2020-11-23,0.108458333333333
2020-11-24,0.0948761904761905
2020-11-25,0.09985
2020-11-26,0.124541666666667
2020-11-27,0.126291666666667
2020-11-28,0.125583333333333
2020-11-29,0.125125
2020-11-30,0.124041666666667
2020-12-01,0.124111111111111
