"TIME","Amm.kg/m^3"
2020-06-19 11:41:00,0.0197694
2020-06-19 11:56:00,0.0197517
2020-06-19 12:11:00,0.019589
2020-06-19 12:26:00,0.0194619
2020-06-19 12:41:00,0.0192697
2020-06-19 12:56:00,0.0191336
2020-06-19 13:11:00,0.0190494
2020-06-19 13:26:00,0.0189508
2020-06-19 13:41:00,0.0187516
2020-06-19 13:56:00,0.0186579
2020-06-19 14:11:00,0.0186002
2020-06-19 14:26:00,0.0184325
2020-06-19 14:41:00,0.0183577
2020-06-19 14:56:00,0.0183577
2020-06-19 15:11:00,0.0183003
2020-06-19 15:26:00,0.0118924
2020-06-19 15:41:00,0.00784779
2020-06-19 15:56:00,0.00326708
2020-06-19 16:11:00,0.000830257
2020-06-19 16:26:00,0.0011211
2020-06-19 16:41:00,0.00111881
2020-06-19 16:56:00,0.00112304
2020-06-19 17:11:00,0.00112373
2020-06-19 17:26:00,0.00109928
2020-06-19 17:41:00,0.0010742
2020-06-19 17:56:00,0.00103806
2020-06-19 18:11:00,0.00102382
2020-06-19 18:26:00,0.00102635
2020-06-19 18:41:00,0.00100783
2020-06-19 18:56:00,0.000997613
2020-06-19 19:11:00,0.00100981
2020-06-19 19:26:00,0.00100917
2020-06-19 19:41:00,0.00100928
2020-06-19 19:56:00,0.00101155
2020-06-19 20:11:00,0.00102096
2020-06-19 20:26:00,0.00101883
2020-06-19 20:41:00,0.00101129
2020-06-19 20:56:00,0.00100536
2020-06-19 21:11:00,0.00100519
2020-06-19 21:26:00,0.000969199
2020-06-19 21:41:00,0.000975363
2020-06-19 21:56:00,0.000953073
2020-06-19 22:11:00,0.00094524
2020-06-19 22:26:00,0.000900059
2020-06-19 22:41:00,0.000911952
2020-06-19 22:56:00,0.000866939
2020-06-19 23:11:00,0.000873283
2020-06-19 23:26:00,0.000858877
2020-06-19 23:41:00,0.000823559
2020-06-19 23:56:00,0.000810351
2020-06-20 00:11:00,0.000795
2020-06-20 00:26:00,0.000752779
2020-06-20 00:41:00,0.000732909
2020-06-20 00:56:00,0.000704154
2020-06-20 01:11:00,0.000686397
2020-06-20 01:26:00,0.000649754
2020-06-20 01:41:00,0.000624922
2020-06-20 01:56:00,0.000604474
2020-06-20 02:11:00,0.00058537
2020-06-20 02:26:00,0.00054699
2020-06-20 02:41:00,0.000503783
2020-06-20 02:56:00,0.000484648
2020-06-20 03:11:00,0.000465465
2020-06-20 03:26:00,0.000444158
2020-06-20 03:41:00,0.000427208
2020-06-20 03:56:00,0.000405318
2020-06-20 04:11:00,0.000375228
2020-06-20 04:26:00,0.000356055
2020-06-20 04:41:00,0.000353503
2020-06-20 04:56:00,0.000349448
2020-06-20 05:11:00,0.000312087
2020-06-20 05:26:00,0.000305013
2020-06-20 05:41:00,0.000287385
2020-06-20 05:56:00,0.000266059
2020-06-20 06:11:00,0.000246057
2020-06-20 06:26:00,0.000198036
2020-06-20 06:41:00,0.000138779
2020-06-20 06:56:00,0.00012031
2020-06-20 07:11:00,8.097e-05
2020-06-20 07:26:00,6.47089e-05
2020-06-20 07:41:00,2.48523e-05
2020-06-20 07:56:00,1.8e-06
2020-06-20 08:11:00,1.8e-06
2020-06-20 08:26:00,1.8e-06
2020-06-20 08:41:00,1.8e-06
2020-06-20 08:56:00,1.8e-06
2020-06-20 09:11:00,1.8e-06
2020-06-20 09:26:00,1.8e-06
2020-06-20 09:41:00,1.8e-06
2020-06-20 09:56:00,1.99204e-05
2020-06-20 10:11:00,0.00102733
2020-06-20 10:26:00,0.000111719
2020-06-20 10:41:00,0.000141746
2020-06-20 10:56:00,0.000161012
2020-06-20 11:11:00,0.000210487
2020-06-20 11:26:00,0.000281459
2020-06-20 11:41:00,0.000337596
2020-06-20 11:56:00,0.000389824
2020-06-20 12:11:00,0.000423978
2020-06-20 12:26:00,0.000490094
2020-06-20 12:41:00,0.000538563
2020-06-20 12:56:00,0.000551654
2020-06-20 13:11:00,0.000612582
2020-06-20 13:26:00,0.000640837
2020-06-20 13:41:00,0.000665021
2020-06-20 13:56:00,0.000690902
2020-06-20 14:11:00,0.000732637
2020-06-20 14:26:00,0.000777327
2020-06-20 14:41:00,0.000758943
2020-06-20 14:56:00,0.000784818
2020-06-20 15:11:00,0.000789394
2020-06-20 15:26:00,0.000812199
2020-06-20 15:41:00,0.000823263
2020-06-20 15:56:00,0.000827637
2020-06-20 16:11:00,0.000835194
2020-06-20 16:26:00,0.000833153
2020-06-20 16:41:00,0.000819217
2020-06-20 16:56:00,0.000836014
2020-06-20 17:11:00,0.000855945
2020-06-20 17:26:00,0.000886029
2020-06-20 17:41:00,0.000879719
2020-06-20 17:56:00,0.000946724
2020-06-20 18:11:00,0.000962722
2020-06-20 18:26:00,0.000974838
2020-06-20 18:41:00,0.00095168
2020-06-20 18:56:00,0.00100657
2020-06-20 19:11:00,0.00103482
2020-06-20 19:26:00,0.00107378
2020-06-20 19:41:00,0.00111232
2020-06-20 19:56:00,0.00111812
2020-06-20 20:11:00,0.00111296
2020-06-20 20:26:00,0.00112419
2020-06-20 20:41:00,0.00114083
2020-06-20 20:56:00,0.00111708
2020-06-20 21:11:00,0.00113642
2020-06-20 21:26:00,0.00116635
2020-06-20 21:41:00,0.00116352
2020-06-20 21:56:00,0.00116215
2020-06-20 22:11:00,0.00115374
2020-06-20 22:26:00,0.00114696
2020-06-20 22:41:00,0.00114812
2020-06-20 22:56:00,0.00112664
2020-06-20 23:11:00,0.00114782
2020-06-20 23:26:00,0.00114131
2020-06-20 23:41:00,0.00111654
2020-06-20 23:56:00,0.00106913
2020-06-21 00:11:00,0.00109027
2020-06-21 00:26:00,0.00103538
2020-06-21 00:41:00,0.00106628
2020-06-21 00:56:00,0.00103928
2020-06-21 01:11:00,0.00102648
2020-06-21 01:26:00,0.00105345
2020-06-21 01:41:00,0.00111423
2020-06-21 01:56:00,0.000986773
2020-06-21 02:11:00,0.00095366
2020-06-21 02:26:00,0.000943856
2020-06-21 02:41:00,0.000892361
2020-06-21 02:56:00,0.00082927
2020-06-21 03:11:00,0.000861223
2020-06-21 03:26:00,0.000846065
2020-06-21 03:41:00,0.000827195
2020-06-21 03:56:00,0.000816547
2020-06-21 04:11:00,0.000801841
2020-06-21 04:26:00,0.000820655
2020-06-21 04:41:00,0.000865742
2020-06-21 04:56:00,0.000832341
2020-06-21 05:11:00,0.000754648
2020-06-21 05:26:00,0.000759445
2020-06-21 05:41:00,0.000751106
2020-06-21 05:56:00,0.00075735
2020-06-21 06:11:00,0.000720299
2020-06-21 06:26:00,0.000684415
2020-06-21 06:41:00,0.000632989
2020-06-21 06:56:00,0.000664348
2020-06-21 07:11:00,0.000603722
2020-06-21 07:26:00,0.000623577
2020-06-21 07:41:00,0.000570995
2020-06-21 07:56:00,0.0005995
2020-06-21 08:11:00,0.000582729
2020-06-21 08:26:00,0.000637558
