"TIME","Amm.kg/m^3"
2021-06-20 10:53:00,0.000223755
2021-06-20 11:53:00,0.0002595
2021-06-20 12:53:00,0.000284775
2021-06-20 13:53:00,0.000298661
2021-06-20 14:53:00,0.000305448
2021-06-20 15:53:00,0.000340406
2021-06-20 16:53:00,0.000352489
2021-06-20 17:53:00,0.000441259
2021-06-20 18:53:00,0.000418949
2021-06-20 19:53:00,0.000507498
2021-06-20 20:53:00,0.000518401
2021-06-20 21:53:00,0.000477795
2021-06-20 22:53:00,0.000483777
2021-06-20 23:53:00,0.000491437
2021-06-21 00:53:00,0.000495439
2021-06-21 01:53:00,0.000491974
2021-06-21 02:53:00,0.000477805
2021-06-21 03:53:00,0.000478005
2021-06-21 04:53:00,0.000494368
2021-06-21 05:53:00,0.000445195
2021-06-21 06:53:00,0.000400128
2021-06-21 07:53:00,0.000345174
2021-06-21 08:53:00,1.4e-06
2021-06-21 09:53:00,2.27938e-05
2021-06-21 10:53:00,6.02665e-05
2021-06-21 11:53:00,9.62422e-05
2021-06-21 12:53:00,0.00011529
2021-06-21 13:53:00,0.000122158
2021-06-21 14:53:00,0.000126579
2021-06-21 15:53:00,0.000143676
2021-06-21 16:53:00,9.62324e-06
2021-06-21 17:53:00,1.4e-06
2021-06-21 18:53:00,1.4e-06
2021-06-21 19:53:00,1.4e-06
2021-06-21 20:53:00,1.4e-06
2021-06-21 21:53:00,1.4e-06
2021-06-21 22:53:00,1.4e-06
2021-06-21 23:53:00,1.4e-06
2021-06-22 00:53:00,1.4e-06
2021-06-22 01:53:00,1.4e-06
2021-06-22 02:53:00,1.4e-06
2021-06-22 03:53:00,1.4e-06
2021-06-22 04:53:00,1.4e-06
2021-06-22 05:53:00,1.4e-06
2021-06-22 06:53:00,1.4e-06
2021-06-22 07:53:00,1.4e-06
2021-06-22 08:53:00,1.4e-06
2021-06-22 09:53:00,1.4e-06
2021-06-22 10:53:00,1.4e-06
2021-06-22 11:53:00,1.4e-06
2021-06-22 12:53:00,1.4e-06
2021-06-22 13:53:00,1.4e-06
2021-06-22 14:53:00,1.4e-06
2021-06-22 15:53:00,1.4e-06
2021-06-22 16:53:00,1.4e-06
2021-06-22 17:53:00,1.4e-06
2021-06-22 18:53:00,1.4e-06
2021-06-22 19:53:00,1.4e-06
2021-06-22 20:53:00,1.4e-06
2021-06-22 21:53:00,1.4e-06
2021-06-22 22:53:00,1.4e-06
2021-06-22 23:53:00,1.4e-06
2021-06-23 00:53:00,1.4e-06
2021-06-23 01:53:00,1.4e-06
2021-06-23 02:53:00,1.4e-06
2021-06-23 03:53:00,1.4e-06
2021-06-23 04:53:00,1.4e-06
2021-06-23 05:53:00,1.4e-06
2021-06-23 06:53:00,1.4e-06
2021-06-23 09:18:00,1.4e-06
2021-06-23 10:18:00,1.4e-06
2021-06-23 11:18:00,1.4e-06
2021-06-23 12:18:00,1.4e-06
2021-06-23 13:18:00,1.4e-06
2021-06-23 14:18:00,1.4e-06
2021-06-23 15:18:00,1.4e-06
2021-06-23 16:18:00,1.4e-06
2021-06-23 17:18:00,1.4e-06
2021-06-23 18:18:00,1.4e-06
2021-06-23 19:18:00,1.4e-06
2021-06-23 20:18:00,4.28071e-06
2021-06-23 21:18:00,1.4e-06
2021-06-23 22:18:00,1.4e-06
2021-06-23 23:18:00,1.4e-06
2021-06-24 00:18:00,1.4e-06
2021-06-24 01:18:00,1.4e-06
2021-06-24 02:18:00,1.4e-06
2021-06-24 03:18:00,1.4e-06
2021-06-24 04:18:00,1.4e-06
2021-06-24 05:18:00,1.4e-06
2021-06-24 06:18:00,1.4e-06
2021-06-24 07:18:00,1.4e-06
2021-06-24 08:18:00,1.4e-06
2021-06-24 09:18:00,1.4e-06
2021-06-24 10:18:00,1.4e-06
2021-06-24 11:18:00,1.4e-06
2021-06-24 12:18:00,1.4e-06
2021-06-24 13:18:00,1.4e-06
2021-06-24 14:18:00,1.4e-06
2021-06-24 15:18:00,1.4e-06
2021-06-24 16:18:00,1.4e-06
2021-06-24 17:18:00,1.4e-06
2021-06-24 18:18:00,1.4e-06
2021-06-24 19:18:00,1.4e-06
2021-06-24 20:18:00,1.4e-06
2021-06-24 21:18:00,1.4e-06
2021-06-24 22:18:00,1.4e-06
2021-06-24 23:18:00,1.4e-06
2021-06-25 00:18:00,1.4e-06
2021-06-25 01:18:00,1.4e-06
2021-06-25 02:18:00,1.4e-06
2021-06-25 03:18:00,1.4e-06
2021-06-25 04:18:00,1.4e-06
2021-06-25 05:18:00,1.4e-06
2021-06-25 06:18:00,1.4e-06
2021-06-25 07:18:00,1.4e-06
2021-06-25 08:18:00,1.4e-06
2021-06-25 09:18:00,1.4e-06
2021-06-25 10:18:00,1.4e-06
2021-06-25 11:18:00,1.4e-06
2021-06-25 12:18:00,1.4e-06
2021-06-25 13:18:00,1.4e-06
2021-06-25 14:18:00,1.4e-06
2021-06-25 15:18:00,1.4e-06
2021-06-25 16:18:00,1.4e-06
2021-06-25 17:18:00,1.4e-06
2021-06-25 18:18:00,1.4e-06
2021-06-25 19:18:00,1.4e-06
2021-06-25 20:18:00,1.4e-06
2021-06-25 21:18:00,1.4e-06
2021-06-25 22:18:00,1.4e-06
2021-06-25 23:18:00,1.4e-06
2021-06-26 00:18:00,1.4e-06
2021-06-26 01:18:00,1.4e-06
2021-06-26 02:18:00,1.4e-06
2021-06-26 03:18:00,1.4e-06
2021-06-26 04:18:00,1.4e-06
2021-06-26 05:18:00,1.4e-06
2021-06-26 06:18:00,1.4e-06
2021-06-26 07:18:00,1.4e-06
2021-06-26 08:18:00,1.4e-06
2021-06-26 09:18:00,1.4e-06
2021-06-26 10:18:00,1.4e-06
2021-06-26 11:18:00,1.4e-06
2021-06-26 12:18:00,1.4e-06
2021-06-26 13:18:00,1.4e-06
2021-06-26 14:18:00,1.4e-06
2021-06-26 15:18:00,1.4e-06
2021-06-26 16:18:00,1.4e-06
2021-06-26 17:18:00,1.4e-06
2021-06-26 18:18:00,1.4e-06
2021-06-26 19:18:00,1.4e-06
2021-06-26 20:18:00,1.4e-06
2021-06-26 21:18:00,1.4e-06
2021-06-26 22:18:00,1.4e-06
2021-06-26 23:18:00,1.4e-06
2021-06-27 00:18:00,1.4e-06
2021-06-27 01:18:00,1.4e-06
2021-06-27 02:18:00,1.4e-06
2021-06-27 03:18:00,1.4e-06
2021-06-27 04:18:00,1.4e-06
2021-06-27 05:18:00,1.4e-06
2021-06-27 06:18:00,1.4e-06
2021-06-27 07:18:00,1.4e-06
2021-06-27 08:18:00,1.4e-06
2021-06-27 09:18:00,1.4e-06
2021-06-27 10:18:00,1.4e-06
2021-06-27 11:18:00,1.4e-06
2021-06-27 12:18:00,1.4e-06
2021-06-27 13:18:00,1.4e-06
2021-06-27 14:18:00,1.4e-06
2021-06-27 15:18:00,1.4e-06
2021-06-27 16:18:00,1.4e-06
2021-06-27 17:18:00,1.4e-06
2021-06-27 18:18:00,1.4e-06
2021-06-27 19:18:00,1.4e-06
2021-06-27 20:18:00,1.4e-06
2021-06-27 21:18:00,1.4e-06
2021-06-27 22:18:00,1.4e-06
2021-06-27 23:18:00,1.4e-06
2021-06-28 00:18:00,1.4e-06
2021-06-28 01:18:00,1.4e-06
2021-06-28 02:18:00,1.4e-06
2021-06-28 03:18:00,1.4e-06
2021-06-28 04:18:00,1.4e-06
2021-06-28 05:18:00,1.4e-06
2021-06-28 06:18:00,1.4e-06
2021-06-28 07:18:00,1.4e-06
2021-06-28 08:18:00,1.4e-06
2021-06-28 09:18:00,1.4e-06
2021-06-28 10:18:00,1.4e-06
2021-06-28 11:18:00,1.4e-06
2021-06-28 12:18:00,1.4e-06
2021-06-28 13:18:00,1.4e-06
2021-06-28 14:18:00,1.4e-06
2021-06-28 15:18:00,1.4e-06
2021-06-28 16:18:00,1.4e-06
2021-06-28 17:18:00,1.4e-06
2021-06-28 18:18:00,1.4e-06
2021-06-28 19:18:00,1.4e-06
2021-06-28 20:18:00,1.4e-06
2021-06-28 21:18:00,1.4e-06
2021-06-28 22:18:00,1.4e-06
2021-06-28 23:18:00,1.4e-06
2021-06-29 00:18:00,1.4e-06
2021-06-29 01:18:00,1.4e-06
2021-06-29 02:18:00,1.4e-06
2021-06-29 03:18:00,1.4e-06
2021-06-29 04:18:00,1.4e-06
2021-06-29 05:18:00,1.4e-06
2021-06-29 06:18:00,1.4e-06
2021-06-29 07:18:00,1.4e-06
2021-06-29 08:18:00,1.4e-06
2021-06-29 09:18:00,1.4e-06
2021-06-29 10:18:00,1.4e-06
2021-06-29 11:18:00,1.4e-06
2021-06-29 12:18:00,1.4e-06
2021-06-29 13:18:00,1.4e-06
2021-06-29 14:18:00,1.4e-06
2021-06-29 15:18:00,1.4e-06
2021-06-29 16:18:00,1.4e-06
2021-06-29 17:18:00,1.4e-06
2021-06-29 18:18:00,1.4e-06
2021-06-29 19:18:00,1.4e-06
2021-06-29 20:18:00,1.4e-06
2021-06-29 21:18:00,1.4e-06
2021-06-29 22:18:00,1.4e-06
2021-06-29 23:18:00,1.4e-06
2021-06-30 00:18:00,1.4e-06
2021-06-30 01:18:00,1.4e-06
2021-06-30 02:18:00,1.4e-06
2021-06-30 03:18:00,1.4e-06
2021-06-30 04:18:00,1.4e-06
2021-06-30 05:18:00,1.4e-06
2021-06-30 06:18:00,1.4e-06
2021-06-30 07:18:00,1.4e-06
2021-06-30 08:18:00,1.4e-06
2021-06-30 09:18:00,1.4e-06
2021-06-30 14:59:00,1.4e-06
2021-06-30 15:59:00,1.4e-06
2021-06-30 16:59:00,1.4e-06
2021-06-30 17:59:00,1.4e-06
2021-06-30 18:59:00,1.4e-06
2021-06-30 19:59:00,1.4e-06
2021-06-30 20:59:00,1.4e-06
2021-06-30 21:59:00,1.4e-06
2021-06-30 22:59:00,1.4e-06
2021-06-30 23:59:00,1.4e-06
2021-07-01 00:59:00,1.4e-06
2021-07-01 00:59:00,0.14
2021-07-01 01:59:00,1.4e-06
2021-07-01 01:59:00,0.14
2021-07-01 02:59:00,1.4e-06
2021-07-01 02:59:00,0.14
2021-07-01 03:59:00,1.4e-06
2021-07-01 03:59:00,0.14
2021-07-01 04:59:00,1.4e-06
2021-07-01 04:59:00,0.14
2021-07-01 05:59:00,1.4e-06
2021-07-01 05:59:00,0.14
2021-07-01 06:59:00,1.4e-06
2021-07-01 06:59:00,0.14
2021-07-01 07:59:00,1.4e-06
2021-07-01 07:59:00,0.14
2021-07-01 08:59:00,1.4e-06
2021-07-01 08:59:00,0.14
2021-07-01 09:59:00,1.4e-06
2021-07-01 09:59:00,0.14
2021-07-01 10:59:00,1.4e-06
2021-07-01 10:59:00,0.14
2021-07-01 11:59:00,1.4e-06
2021-07-01 11:59:00,0.14
2021-07-01 12:59:00,1.4e-06
2021-07-01 12:59:00,0.14
2021-07-01 13:59:00,1.4e-06
2021-07-01 13:59:00,0.14
2021-07-01 14:59:00,1.4e-06
2021-07-01 14:59:00,0.14
2021-07-01 15:59:00,1.4e-06
2021-07-01 15:59:00,0.14
2021-07-01 16:59:00,1.4e-06
2021-07-01 16:59:00,0.14
2021-07-01 17:59:00,1.4e-06
2021-07-01 17:59:00,0.14
2021-07-01 18:59:00,1.4e-06
2021-07-01 18:59:00,0.14
2021-07-01 19:59:00,1.4e-06
2021-07-01 19:59:00,0.14
2021-07-01 20:59:00,1.4e-06
2021-07-01 20:59:00,0.14
2021-07-01 21:59:00,1.4e-06
2021-07-01 21:59:00,0.14
2021-07-01 22:59:00,1.4e-06
2021-07-01 22:59:00,0.14
2021-07-01 23:59:00,1.4e-06
2021-07-01 23:59:00,0.14
2021-07-02 00:59:00,1.4e-06
2021-07-02 00:59:00,0.14
2021-07-02 01:59:00,1.4e-06
2021-07-02 01:59:00,0.14
2021-07-02 02:59:00,1.4e-06
2021-07-02 02:59:00,0.14
2021-07-02 03:59:00,1.4e-06
2021-07-02 03:59:00,0.14
2021-07-02 04:59:00,1.4e-06
2021-07-02 04:59:00,0.14
2021-07-02 05:59:00,1.4e-06
2021-07-02 05:59:00,0.14
2021-07-02 06:59:00,1.4e-06
2021-07-02 06:59:00,0.14
2021-07-02 07:59:00,1.4e-06
2021-07-02 07:59:00,0.14
2021-07-02 08:59:00,1.4e-06
2021-07-02 08:59:00,0.14
2021-07-02 09:59:00,1.4e-06
2021-07-02 09:59:00,0.14
2021-07-02 10:59:00,1.4e-06
2021-07-02 10:59:00,0.14
2021-07-02 11:59:00,1.4e-06
2021-07-02 11:59:00,0.14
2021-07-02 12:59:00,1.4e-06
2021-07-02 12:59:00,0.14
2021-07-02 13:59:00,1.4e-06
2021-07-02 13:59:00,0.14
2021-07-02 14:59:00,1.4e-06
2021-07-02 14:59:00,0.14
2021-07-02 15:59:00,1.4e-06
2021-07-02 15:59:00,0.14
2021-07-02 16:59:00,1.4e-06
2021-07-02 16:59:00,0.14
2021-07-02 17:59:00,1.4e-06
2021-07-02 17:59:00,0.14
2021-07-02 18:59:00,1.4e-06
2021-07-02 18:59:00,0.14
2021-07-02 19:59:00,1.4e-06
2021-07-02 19:59:00,0.14
2021-07-02 20:59:00,1.4e-06
2021-07-02 20:59:00,0.14
2021-07-02 21:59:00,1.4e-06
2021-07-02 21:59:00,0.14
2021-07-02 22:59:00,1.4e-06
2021-07-02 22:59:00,0.14
2021-07-02 23:59:00,1.4e-06
2021-07-02 23:59:00,0.14
2021-07-03 00:59:00,1.4e-06
2021-07-03 00:59:00,0.14
2021-07-03 01:59:00,1.4e-06
2021-07-03 01:59:00,0.14
2021-07-03 02:59:00,1.4e-06
2021-07-03 02:59:00,0.14
2021-07-03 03:59:00,1.4e-06
2021-07-03 03:59:00,0.14
2021-07-03 04:59:00,1.4e-06
2021-07-03 04:59:00,0.14
2021-07-03 05:59:00,1.4e-06
2021-07-03 05:59:00,0.14
2021-07-03 06:59:00,1.4e-06
2021-07-03 06:59:00,0.14
2021-07-03 07:59:00,1.4e-06
2021-07-03 07:59:00,0.14
2021-07-03 08:59:00,1.4e-06
2021-07-03 08:59:00,0.14
2021-07-03 09:59:00,1.4e-06
2021-07-03 09:59:00,0.14
2021-07-03 10:59:00,1.4e-06
2021-07-03 10:59:00,0.14
2021-07-03 11:59:00,1.4e-06
2021-07-03 11:59:00,0.14
2021-07-03 12:59:00,1.4e-06
2021-07-03 12:59:00,0.14
2021-07-03 13:59:00,1.4e-06
2021-07-03 13:59:00,0.14
2021-07-03 14:59:00,1.4e-06
2021-07-03 14:59:00,0.14
2021-07-03 15:59:00,1.4e-06
2021-07-03 15:59:00,0.14
2021-07-03 16:59:00,1.4e-06
2021-07-03 16:59:00,0.14
2021-07-03 17:59:00,1.4e-06
2021-07-03 17:59:00,0.14
2021-07-03 18:59:00,1.4e-06
2021-07-03 18:59:00,0.14
2021-07-03 19:59:00,1.4e-06
2021-07-03 19:59:00,0.14
2021-07-03 20:59:00,1.4e-06
2021-07-03 20:59:00,0.14
2021-07-03 21:59:00,1.4e-06
2021-07-03 21:59:00,0.14
2021-07-03 22:59:00,1.4e-06
2021-07-03 22:59:00,0.14
2021-07-03 23:59:00,1.4e-06
2021-07-03 23:59:00,0.14
2021-07-04 00:59:00,1.4e-06
2021-07-04 00:59:00,0.14
2021-07-04 01:59:00,1.4e-06
2021-07-04 01:59:00,0.14
2021-07-04 02:59:00,1.4e-06
2021-07-04 02:59:00,0.14
2021-07-04 03:59:00,1.4e-06
2021-07-04 03:59:00,0.14
2021-07-04 04:59:00,1.4e-06
2021-07-04 04:59:00,0.14
2021-07-04 05:59:00,1.4e-06
2021-07-04 05:59:00,0.14
2021-07-04 06:59:00,1.4e-06
2021-07-04 06:59:00,0.14
2021-07-04 07:59:00,1.4e-06
2021-07-04 07:59:00,0.14
2021-07-04 08:59:00,1.4e-06
2021-07-04 08:59:00,0.14
2021-07-04 09:59:00,1.4e-06
2021-07-04 09:59:00,0.14
2021-07-04 10:59:00,1.4e-06
2021-07-04 10:59:00,0.14
2021-07-04 11:59:00,1.4e-06
2021-07-04 11:59:00,0.14
2021-07-04 12:59:00,1.4e-06
2021-07-04 12:59:00,0.14
2021-07-04 13:59:00,1.4e-06
2021-07-04 13:59:00,0.14
2021-07-04 14:59:00,1.4e-06
2021-07-04 14:59:00,0.14
2021-07-04 15:59:00,1.4e-06
2021-07-04 15:59:00,0.14
2021-07-04 16:59:00,1.4e-06
2021-07-04 16:59:00,0.14
2021-07-04 17:59:00,1.4e-06
2021-07-04 17:59:00,0.14
2021-07-04 18:59:00,1.4e-06
2021-07-04 18:59:00,0.14
2021-07-04 19:59:00,1.4e-06
2021-07-04 19:59:00,0.14
2021-07-04 20:59:00,1.4e-06
2021-07-04 20:59:00,0.14
2021-07-04 21:59:00,1.4e-06
2021-07-04 21:59:00,0.14
2021-07-04 22:59:00,1.4e-06
2021-07-04 22:59:00,0.14
2021-07-04 23:59:00,1.4e-06
2021-07-04 23:59:00,0.14
2021-07-05 00:59:00,1.4e-06
2021-07-05 00:59:00,0.14
2021-07-05 01:59:00,1.4e-06
2021-07-05 01:59:00,0.14
2021-07-05 02:59:00,1.4e-06
2021-07-05 02:59:00,0.14
2021-07-05 03:59:00,1.4e-06
2021-07-05 03:59:00,0.14
2021-07-05 04:59:00,1.4e-06
2021-07-05 04:59:00,0.14
2021-07-05 05:59:00,1.4e-06
2021-07-05 05:59:00,0.14
2021-07-05 06:59:00,1.4e-06
2021-07-05 06:59:00,0.14
2021-07-05 07:59:00,1.4e-06
2021-07-05 07:59:00,0.14
2021-07-05 08:59:00,1.4e-06
2021-07-05 08:59:00,0.14
2021-07-05 09:59:00,1.4e-06
2021-07-05 09:59:00,0.14
2021-07-05 10:59:00,1.4e-06
2021-07-05 10:59:00,0.14
2021-07-05 11:59:00,1.4e-06
2021-07-05 11:59:00,0.14
2021-07-05 12:59:00,1.4e-06
2021-07-05 12:59:00,0.14
2021-07-05 13:59:00,1.4e-06
2021-07-05 13:59:00,0.14
2021-07-05 14:59:00,1.4e-06
2021-07-05 14:59:00,0.14
2021-07-05 15:59:00,1.4e-06
2021-07-05 15:59:00,0.14
2021-07-05 16:59:00,1.4e-06
2021-07-05 16:59:00,0.14
2021-07-05 17:59:00,1.4e-06
2021-07-05 17:59:00,0.14
2021-07-05 18:59:00,1.4e-06
2021-07-05 18:59:00,0.14
2021-07-05 19:59:00,1.4e-06
2021-07-05 19:59:00,0.14
2021-07-05 20:59:00,1.4e-06
2021-07-05 20:59:00,0.14
2021-07-05 21:59:00,1.4e-06
2021-07-05 21:59:00,0.14
2021-07-05 22:59:00,1.4e-06
2021-07-05 22:59:00,0.14
2021-07-05 23:59:00,1.4e-06
2021-07-05 23:59:00,0.14
2021-07-06 00:59:00,1.4e-06
2021-07-06 00:59:00,0.14
2021-07-06 01:59:00,1.4e-06
2021-07-06 01:59:00,0.14
2021-07-06 02:59:00,1.4e-06
2021-07-06 02:59:00,0.14
2021-07-06 03:59:00,1.4e-06
2021-07-06 03:59:00,0.14
2021-07-06 04:59:00,1.4e-06
2021-07-06 04:59:00,0.14
2021-07-06 05:59:00,1.4e-06
2021-07-06 05:59:00,0.14
2021-07-06 06:59:00,1.4e-06
2021-07-06 06:59:00,0.14
2021-07-06 07:59:00,1.4e-06
2021-07-06 07:59:00,0.14
2021-07-06 08:59:00,1.4e-06
2021-07-06 08:59:00,0.14
2021-07-06 09:59:00,1.4e-06
2021-07-06 09:59:00,0.14
2021-07-06 10:59:00,1.4e-06
2021-07-06 10:59:00,0.14
2021-07-06 11:59:00,1.4e-06
2021-07-06 11:59:00,0.14
2021-07-06 12:59:00,1.4e-06
2021-07-06 12:59:00,0.14
2021-07-06 13:59:00,1.4e-06
2021-07-06 13:59:00,0.14
2021-07-06 14:59:00,1.4e-06
2021-07-06 14:59:00,0.14
2021-07-06 15:59:00,1.4e-06
2021-07-06 15:59:00,0.14
2021-07-06 16:59:00,1.4e-06
2021-07-06 16:59:00,0.14
2021-07-06 17:59:00,1.4e-06
2021-07-06 17:59:00,0.14
2021-07-06 18:59:00,1.4e-06
2021-07-06 18:59:00,0.14
2021-07-06 19:59:00,1.4e-06
2021-07-06 19:59:00,0.14
2021-07-06 20:59:00,1.4e-06
2021-07-06 20:59:00,0.14
2021-07-06 21:59:00,1.4e-06
2021-07-06 21:59:00,0.14
2021-07-06 22:59:00,1.4e-06
2021-07-06 22:59:00,0.14
2021-07-06 23:59:00,1.4e-06
2021-07-06 23:59:00,0.14
2021-07-07 00:59:00,1.4e-06
2021-07-07 00:59:00,0.14
2021-07-07 01:59:00,1.4e-06
2021-07-07 01:59:00,0.14
2021-07-07 02:59:00,1.4e-06
2021-07-07 02:59:00,0.14
2021-07-07 03:59:00,1.4e-06
2021-07-07 03:59:00,0.14
2021-07-07 04:59:00,1.4e-06
2021-07-07 04:59:00,0.14
2021-07-07 05:59:00,1.4e-06
2021-07-07 05:59:00,0.14
2021-07-07 06:59:00,1.4e-06
2021-07-07 06:59:00,0.14
2021-07-07 07:59:00,1.4e-06
2021-07-07 07:59:00,0.14
2021-07-07 08:59:00,1.4e-06
2021-07-07 08:59:00,0.14
2021-07-07 09:59:00,1.4e-06
2021-07-07 09:59:00,0.14
2021-07-07 10:59:00,1.4e-06
2021-07-07 10:59:00,0.14
2021-07-07 11:59:00,1.4e-06
2021-07-07 11:59:00,0.14
2021-07-07 12:59:00,1.4e-06
2021-07-07 12:59:00,0.14
2021-07-07 13:59:00,1.4e-06
2021-07-07 13:59:00,0.14
2021-07-07 15:35:00,1.4e-06
2021-07-07 15:35:00,0.14
2021-07-07 16:35:00,1.4e-06
2021-07-07 16:35:00,0.14
2021-07-07 17:35:00,1.4e-06
2021-07-07 17:35:00,0.14
2021-07-07 18:35:00,1.4e-06
2021-07-07 18:35:00,0.14
2021-07-07 19:35:00,1.4e-06
2021-07-07 19:35:00,0.14
2021-07-07 20:35:00,1.4e-06
2021-07-07 20:35:00,0.14
2021-07-07 21:35:00,1.4e-06
2021-07-07 21:35:00,0.14
2021-07-07 22:35:00,1.4e-06
2021-07-07 22:35:00,0.14
2021-07-07 23:35:00,1.4e-06
2021-07-07 23:35:00,0.14
2021-07-08 00:35:00,1.4e-06
2021-07-08 00:35:00,0.14
2021-07-08 01:35:00,1.4e-06
2021-07-08 01:35:00,0.14
2021-07-08 02:35:00,1.4e-06
2021-07-08 02:35:00,0.14
2021-07-08 03:35:00,1.4e-06
2021-07-08 03:35:00,0.14
2021-07-08 04:35:00,1.4e-06
2021-07-08 04:35:00,0.14
2021-07-08 05:35:00,1.4e-06
2021-07-08 05:35:00,0.14
2021-07-08 06:35:00,1.4e-06
2021-07-08 06:35:00,0.14
2021-07-08 07:35:00,1.4e-06
2021-07-08 07:35:00,0.14
2021-07-08 08:35:00,0.000565514
2021-07-08 08:35:00,56.6
2021-07-08 09:35:00,0.000487052
2021-07-08 09:35:00,48.7
2021-07-08 10:35:00,0.000685934
2021-07-08 10:35:00,68.6
2021-07-08 11:35:00,0.00073579
2021-07-08 11:35:00,73.6
2021-07-08 12:35:00,0.000798988
2021-07-08 12:35:00,79.9
2021-07-08 13:35:00,0.000850514
2021-07-08 13:35:00,85.1
2021-07-08 14:35:00,0.000945953
2021-07-08 14:35:00,94.6
2021-07-08 15:35:00,0.000990748
2021-07-08 15:35:00,99.1
2021-07-08 16:35:00,0.00104532
2021-07-08 16:35:00,105
