"TIME","K.kg/m^3"
2020-07-28 12:28:00,0.135
2020-07-28 12:43:00,0.135
2020-07-28 12:58:00,0.135
2020-07-28 13:13:00,0.135
2020-07-28 13:28:00,0.135
2020-07-28 13:43:00,0.136
2020-07-28 13:58:00,0.136
2020-07-28 14:13:00,0.136
2020-07-28 14:28:00,0.136
2020-07-28 14:43:00,0.136
2020-07-28 14:58:00,0.136
2020-07-28 15:13:00,0.136
2020-07-28 15:28:00,0.137
2020-07-28 15:43:00,0.137
2020-07-28 15:58:00,0.137
2020-07-28 16:13:00,0.137
2020-07-28 16:28:00,0.137
2020-07-28 16:43:00,0.137
2020-07-28 16:58:00,0.138
2020-07-28 17:13:00,0.138
2020-07-28 17:28:00,0.138
2020-07-28 17:43:00,0.138
2020-07-28 17:58:00,0.138
2020-07-28 18:13:00,0.138
2020-07-28 18:28:00,0.138
2020-07-28 18:43:00,0.138
2020-07-28 18:58:00,0.138
2020-07-28 19:13:00,0.139
2020-07-28 19:28:00,0.139
2020-07-28 19:43:00,0.139
2020-07-28 19:58:00,0.139
2020-07-28 20:13:00,0.139
2020-07-28 20:28:00,0.139
2020-07-28 20:43:00,0.139
2020-07-28 20:58:00,0.139
2020-07-28 21:13:00,0.139
2020-07-28 21:28:00,0.139
2020-07-28 21:43:00,0.139
2020-07-28 21:58:00,0.139
2020-07-28 22:13:00,0.139
2020-07-28 22:28:00,0.139
2020-07-28 22:43:00,0.139
2020-07-28 22:58:00,0.14
2020-07-28 23:13:00,0.14
2020-07-28 23:28:00,0.14
2020-07-28 23:43:00,0.14
2020-07-28 23:58:00,0.14
2020-07-29 00:13:00,0.14
2020-07-29 00:28:00,0.14
2020-07-29 00:43:00,0.14
2020-07-29 00:58:00,0.14
2020-07-29 01:13:00,0.14
2020-07-29 01:28:00,0.14
2020-07-29 01:43:00,0.14
2020-07-29 01:58:00,0.14
2020-07-29 02:13:00,0.14
2020-07-29 02:28:00,0.14
2020-07-29 02:43:00,0.14
2020-07-29 02:58:00,0.14
2020-07-29 03:13:00,0.14
2020-07-29 03:28:00,0.14
2020-07-29 03:43:00,0.14
2020-07-29 03:58:00,0.14
2020-07-29 04:13:00,0.14
2020-07-29 04:28:00,0.14
2020-07-29 04:43:00,0.14
2020-07-29 04:58:00,0.14
2020-07-29 05:13:00,0.14
2020-07-29 05:28:00,0.14
2020-07-29 05:43:00,0.14
2020-07-29 05:58:00,0.14
2020-07-29 06:13:00,0.14
2020-07-29 06:28:00,0.14
2020-07-29 06:43:00,0.139
2020-07-29 06:58:00,0.139
2020-07-29 07:13:00,0.139
2020-07-29 07:28:00,0.139
2020-07-29 07:43:00,0.139
2020-07-29 07:58:00,0.139
2020-07-29 08:13:00,0.138
2020-07-29 08:28:00,0.138
2020-07-29 08:43:00,0.138
2020-07-29 08:58:00,0.138
2020-07-29 09:13:00,0.138
2020-07-29 09:28:00,0.138
2020-07-29 09:43:00,0.137
2020-07-29 09:58:00,0.137
2020-07-29 10:13:00,0.137
2020-07-29 10:28:00,0.137
2020-07-29 10:43:00,0.137
2020-07-29 10:58:00,0.137
2020-07-29 11:13:00,0.136
2020-07-29 11:28:00,0.136
2020-07-29 11:43:00,0.136
2020-07-29 11:58:00,0.136
2020-07-29 12:13:00,0.135
2020-07-29 12:28:00,0.135
2020-07-29 12:43:00,0.135
2020-07-29 12:58:00,0.135
2020-07-29 13:13:00,0.135
2020-07-29 13:28:00,0.135
2020-07-29 13:43:00,0.135
2020-07-29 13:58:00,0.135
2020-07-29 14:13:00,0.135
2020-07-29 14:28:00,0.136
2020-07-29 14:43:00,0.136
2020-07-29 14:58:00,0.136
2020-07-29 15:13:00,0.136
2020-07-29 15:28:00,0.136
2020-07-29 15:43:00,0.136
2020-07-29 15:58:00,0.137
2020-07-29 16:13:00,0.136
2020-07-29 16:28:00,0.137
2020-07-29 16:43:00,0.137
2020-07-29 16:58:00,0.137
2020-07-29 17:13:00,0.137
2020-07-29 17:28:00,0.138
2020-07-29 17:43:00,0.137
2020-07-29 17:58:00,0.138
2020-07-29 18:13:00,0.138
2020-07-29 18:28:00,0.138
2020-07-29 18:43:00,0.138
2020-07-29 18:58:00,0.138
2020-07-29 19:13:00,0.138
2020-07-29 19:28:00,0.138
2020-07-29 19:43:00,0.139
2020-07-29 19:58:00,0.139
2020-07-29 20:13:00,0.139
2020-07-29 20:28:00,0.139
2020-07-29 20:43:00,0.139
2020-07-29 20:58:00,0.14
2020-07-29 21:13:00,0.14
2020-07-29 21:28:00,0.14
2020-07-29 21:43:00,0.14
2020-07-29 21:58:00,0.14
2020-07-29 22:13:00,0.14
2020-07-29 22:28:00,0.14
2020-07-29 22:43:00,0.14
2020-07-29 22:58:00,0.14
2020-07-29 23:13:00,0.14
2020-07-29 23:28:00,0.14
2020-07-29 23:43:00,0.14
2020-07-29 23:58:00,0.14
2020-07-30 00:13:00,0.14
2020-07-30 00:28:00,0.14
2020-07-30 00:43:00,0.14
2020-07-30 00:58:00,0.14
2020-07-30 01:13:00,0.14
2020-07-30 01:28:00,0.139
2020-07-30 01:43:00,0.139
2020-07-30 01:58:00,0.139
2020-07-30 02:13:00,0.139
2020-07-30 02:28:00,0.139
2020-07-30 02:43:00,0.139
2020-07-30 02:58:00,0.139
2020-07-30 03:13:00,0.139
2020-07-30 03:28:00,0.139
2020-07-30 03:43:00,0.139
2020-07-30 03:58:00,0.139
2020-07-30 04:13:00,0.139
2020-07-30 04:28:00,0.139
2020-07-30 04:43:00,0.139
2020-07-30 04:58:00,0.139
2020-07-30 05:13:00,0.139
2020-07-30 05:28:00,0.139
2020-07-30 05:43:00,0.139
2020-07-30 05:58:00,0.139
2020-07-30 06:13:00,0.139
2020-07-30 06:28:00,0.139
2020-07-30 06:43:00,0.138
2020-07-30 06:58:00,0.138
2020-07-30 07:13:00,0.138
2020-07-30 07:28:00,0.138
2020-07-30 07:43:00,0.138
2020-07-30 07:58:00,0.138
2020-07-30 08:13:00,0.138
2020-07-30 08:28:00,0.137
2020-07-30 08:43:00,0.137
2020-07-30 08:58:00,0.137
2020-07-30 09:13:00,0.137
2020-07-30 09:28:00,0.136
2020-07-30 09:37:00,0.136
2020-07-30 10:37:00,0.136
2020-07-30 11:37:00,0.135
2020-07-30 12:37:00,0.135
2020-07-30 13:37:00,0.135
2020-07-30 14:37:00,0.135
2020-07-30 15:37:00,0.136
2020-07-30 16:37:00,0.136
2020-07-30 17:37:00,0.137
2020-07-30 18:37:00,0.137
2020-07-30 19:37:00,0.138
2020-07-30 20:37:00,0.138
2020-07-30 21:37:00,0.138
2020-07-30 22:37:00,0.138
2020-07-30 23:37:00,0.138
2020-07-31 00:37:00,0.138
2020-07-31 01:37:00,0.138
2020-07-31 02:37:00,0.138
2020-07-31 03:37:00,0.138
2020-07-31 04:37:00,0.138
2020-07-31 05:37:00,0.138
2020-07-31 06:37:00,0.138
2020-07-31 07:37:00,0.137
2020-07-31 08:37:00,0.136
2020-07-31 09:37:00,0.135
2020-07-31 10:37:00,0.135
2020-07-31 11:37:00,0.134
2020-07-31 12:37:00,0.134
2020-07-31 14:29:00,0.134
2020-07-31 15:29:00,0.134
2020-07-31 16:29:00,0.135
2020-07-31 17:29:00,0.136
2020-07-31 18:29:00,0.136
2020-07-31 19:29:00,0.136
2020-07-31 20:29:00,0.137
2020-07-31 21:29:00,0.137
2020-07-31 22:29:00,0.137
2020-07-31 23:29:00,0.137
2020-08-01 00:29:00,0.138
2020-08-01 01:29:00,0.137
2020-08-01 02:29:00,0.137
2020-08-01 03:29:00,0.137
2020-08-01 04:29:00,0.136
2020-08-01 05:29:00,0.136
2020-08-01 06:29:00,0.136
2020-08-01 07:29:00,0.136
2020-08-01 08:29:00,0.135
2020-08-01 09:29:00,0.134
2020-08-01 10:29:00,0.133
2020-08-01 11:29:00,0.133
2020-08-01 12:29:00,0.133
2020-08-01 13:29:00,0.133
2020-08-01 14:29:00,0.133
2020-08-01 15:29:00,0.133
2020-08-01 16:29:00,0.133
2020-08-01 17:29:00,0.134
2020-08-01 18:29:00,0.135
2020-08-01 19:29:00,0.135
2020-08-01 20:29:00,0.135
2020-08-01 21:29:00,0.135
2020-08-01 22:29:00,0.135
2020-08-01 23:29:00,0.136
2020-08-02 00:29:00,0.136
2020-08-02 01:29:00,0.136
2020-08-02 02:29:00,0.135
2020-08-02 03:29:00,0.136
2020-08-02 04:29:00,0.135
2020-08-02 05:29:00,0.135
2020-08-02 06:29:00,0.135
2020-08-02 07:29:00,0.135
2020-08-02 08:29:00,0.134
2020-08-02 09:29:00,0.133
2020-08-02 10:29:00,0.132
2020-08-02 11:29:00,0.132
2020-08-02 12:29:00,0.131
2020-08-02 13:29:00,0.131
2020-08-02 14:29:00,0.131
2020-08-02 15:29:00,0.132
2020-08-02 16:29:00,0.133
2020-08-02 17:29:00,0.133
2020-08-02 18:29:00,0.134
2020-08-02 19:29:00,0.134
2020-08-02 20:29:00,0.134
2020-08-02 21:29:00,0.134
2020-08-02 22:29:00,0.135
2020-08-02 23:29:00,0.134
2020-08-03 00:29:00,0.134
2020-08-03 01:29:00,0.134
2020-08-03 02:29:00,0.134
2020-08-03 03:29:00,0.134
2020-08-03 04:29:00,0.134
2020-08-03 05:29:00,0.134
2020-08-03 06:29:00,0.134
2020-08-03 07:29:00,0.133
2020-08-03 08:29:00,0.132
2020-08-03 09:29:00,0.132
2020-08-03 10:29:00,0.132
2020-08-03 11:29:00,0.131
2020-08-03 12:29:00,0.131
2020-08-03 13:29:00,0.131
2020-08-03 14:29:00,0.132
2020-08-03 15:29:00,0.132
2020-08-03 16:29:00,0.133
2020-08-03 17:29:00,0.133
2020-08-03 18:29:00,0.134
2020-08-03 19:29:00,0.134
2020-08-03 20:29:00,0.135
2020-08-03 21:29:00,0.135
2020-08-03 22:29:00,0.135
2020-08-03 23:29:00,0.135
2020-08-04 00:29:00,0.135
2020-08-04 01:29:00,0.135
2020-08-04 02:29:00,0.135
2020-08-04 03:29:00,0.135
2020-08-04 04:29:00,0.135
2020-08-04 05:29:00,0.135
2020-08-04 06:29:00,0.134
2020-08-04 07:29:00,0.134
2020-08-04 08:29:00,0.133
2020-08-04 09:29:00,0.133
2020-08-04 10:29:00,0.132
2020-08-04 11:29:00,0.132
2020-08-04 12:29:00,0.132
2020-08-04 13:29:00,0.132
2020-08-04 14:29:00,0.132
2020-08-04 15:29:00,0.133
2020-08-04 16:29:00,0.133
2020-08-04 17:29:00,0.134
2020-08-04 18:29:00,0.135
2020-08-04 19:29:00,0.135
2020-08-04 20:29:00,0.135
2020-08-04 21:29:00,0.135
2020-08-04 22:29:00,0.135
2020-08-04 23:29:00,0.135
2020-08-05 00:29:00,0.135
2020-08-05 01:29:00,0.135
2020-08-05 02:29:00,0.135
2020-08-05 03:29:00,0.135
2020-08-05 04:29:00,0.135
2020-08-05 05:29:00,0.134
2020-08-05 06:29:00,0.134
2020-08-05 07:29:00,0.134
2020-08-05 08:29:00,0.133
2020-08-05 09:29:00,0.132
2020-08-05 10:29:00,0.132
2020-08-05 11:29:00,0.132
2020-08-05 12:29:00,0.132
2020-08-05 13:29:00,0.132
2020-08-05 14:29:00,0.132
2020-08-05 15:29:00,0.132
2020-08-05 16:29:00,0.133
2020-08-05 17:29:00,0.134
2020-08-05 18:29:00,0.134
2020-08-05 19:29:00,0.134
2020-08-05 20:29:00,0.135
2020-08-05 21:29:00,0.135
2020-08-05 22:29:00,0.135
2020-08-05 23:29:00,0.135
2020-08-06 00:29:00,0.135
2020-08-06 01:29:00,0.135
2020-08-06 02:29:00,0.135
2020-08-06 03:29:00,0.135
2020-08-06 04:29:00,0.134
2020-08-06 05:29:00,0.134
2020-08-06 06:29:00,0.134
2020-08-06 07:29:00,0.134
2020-08-06 08:29:00,0.133
2020-08-06 09:29:00,0.132
2020-08-06 10:29:00,0.132
2020-08-06 11:29:00,0.131
2020-08-06 12:29:00,0.132
2020-08-06 13:29:00,0.132
2020-08-06 14:29:00,0.132
2020-08-06 15:29:00,0.132
2020-08-06 16:29:00,0.133
2020-08-06 17:29:00,0.133
2020-08-06 18:29:00,0.133
2020-08-06 19:29:00,0.134
2020-08-06 20:29:00,0.134
2020-08-06 21:29:00,0.134
2020-08-06 22:29:00,0.134
2020-08-06 23:29:00,0.134
2020-08-07 00:29:00,0.134
2020-08-07 01:29:00,0.134
2020-08-07 02:29:00,0.134
2020-08-07 03:29:00,0.133
2020-08-07 04:29:00,0.133
2020-08-07 05:29:00,0.133
2020-08-07 06:29:00,0.133
2020-08-07 07:29:00,0.133
2020-08-07 08:29:00,0.132
2020-08-07 09:29:00,0.131
2020-08-07 10:29:00,0.131
2020-08-07 11:29:00,0.13
2020-08-07 12:29:00,0.131
2020-08-07 13:29:00,0.131
2020-08-07 14:29:00,0.131
2020-08-07 15:29:00,0.131
2020-08-07 16:29:00,0.132
2020-08-07 17:29:00,0.132
2020-08-07 18:29:00,0.133
2020-08-07 19:29:00,0.133
2020-08-07 20:29:00,0.133
2020-08-07 21:29:00,0.133
2020-08-07 22:29:00,0.133
2020-08-07 23:29:00,0.134
2020-08-08 00:29:00,0.134
2020-08-08 01:29:00,0.134
2020-08-08 02:29:00,0.133
2020-08-08 03:29:00,0.133
2020-08-08 04:29:00,0.133
2020-08-08 05:29:00,0.133
2020-08-08 06:29:00,0.133
2020-08-08 07:29:00,0.132
2020-08-08 08:29:00,0.132
2020-08-08 09:29:00,0.131
2020-08-08 10:29:00,0.13
2020-08-08 11:29:00,0.13
2020-08-08 12:29:00,0.13
2020-08-08 13:29:00,0.13
2020-08-08 14:29:00,0.131
2020-08-08 15:29:00,0.131
2020-08-08 16:29:00,0.131
2020-08-08 17:29:00,0.132
2020-08-08 18:29:00,0.132
2020-08-08 19:29:00,0.133
2020-08-08 20:29:00,0.133
2020-08-08 21:29:00,0.133
2020-08-08 22:29:00,0.133
2020-08-08 23:29:00,0.133
2020-08-09 00:29:00,0.133
2020-08-09 01:29:00,0.133
2020-08-09 02:29:00,0.133
2020-08-09 03:29:00,0.132
2020-08-09 04:29:00,0.132
2020-08-09 05:29:00,0.132
2020-08-09 06:29:00,0.132
2020-08-09 07:29:00,0.131
2020-08-09 08:29:00,0.131
2020-08-09 09:29:00,0.13
2020-08-09 10:29:00,0.129
2020-08-09 11:29:00,0.129
2020-08-09 12:29:00,0.129
2020-08-09 13:29:00,0.129
2020-08-09 14:29:00,0.13
2020-08-09 15:29:00,0.13
2020-08-09 16:29:00,0.131
2020-08-09 17:29:00,0.131
2020-08-09 18:29:00,0.132
2020-08-09 19:29:00,0.132
2020-08-09 20:29:00,0.132
2020-08-09 21:29:00,0.132
2020-08-09 22:29:00,0.132
2020-08-09 23:29:00,0.132
2020-08-10 00:29:00,0.132
2020-08-10 01:29:00,0.132
2020-08-10 02:29:00,0.132
2020-08-10 03:29:00,0.132
2020-08-10 04:29:00,0.132
2020-08-10 05:29:00,0.132
2020-08-10 06:29:00,0.131
2020-08-10 07:29:00,0.131
2020-08-10 08:29:00,0.13
2020-08-10 09:29:00,0.129
2020-08-10 10:29:00,0.127
2020-08-10 11:29:00,0.129
2020-08-10 12:29:00,0.129
2020-08-10 13:29:00,0.129
2020-08-10 14:29:00,0.129
2020-08-10 15:29:00,0.13
2020-08-10 16:29:00,0.13
2020-08-10 17:29:00,0.131
2020-08-10 18:29:00,0.131
2020-08-10 19:29:00,0.131
2020-08-10 20:29:00,0.131
2020-08-10 21:29:00,0.131
2020-08-10 22:29:00,0.131
2020-08-10 23:29:00,0.131
2020-08-11 00:29:00,0.131
2020-08-11 01:29:00,0.131
2020-08-11 02:29:00,0.131
2020-08-11 03:29:00,0.131
2020-08-11 04:29:00,0.131
2020-08-11 05:29:00,0.13
2020-08-11 06:29:00,0.13
2020-08-11 07:29:00,0.13
2020-08-11 08:29:00,0.129
2020-08-11 09:29:00,0.129
2020-08-11 10:29:00,0.128
2020-08-11 11:29:00,0.128
2020-08-11 12:29:00,0.128
2020-08-11 13:29:00,0.128
2020-08-11 14:29:00,0.129
2020-08-11 15:29:00,0.129
2020-08-11 16:29:00,0.13
2020-08-11 17:29:00,0.13
2020-08-11 18:29:00,0.13
2020-08-11 19:29:00,0.131
2020-08-11 20:29:00,0.131
2020-08-11 21:29:00,0.131
2020-08-11 22:29:00,0.131
2020-08-11 23:29:00,0.131
2020-08-12 00:29:00,0.131
2020-08-12 01:29:00,0.131
2020-08-12 02:29:00,0.131
2020-08-12 03:29:00,0.13
2020-08-12 04:29:00,0.13
2020-08-12 05:29:00,0.13
2020-08-12 06:29:00,0.13
2020-08-12 07:29:00,0.129
2020-08-12 08:29:00,0.129
2020-08-12 09:29:00,0.128
2020-08-12 10:29:00,0.128
2020-08-12 11:29:00,0.127
2020-08-12 12:29:00,0.127
2020-08-12 13:29:00,0.127
2020-08-12 14:29:00,0.128
2020-08-12 15:29:00,0.129
2020-08-12 16:29:00,0.129
2020-08-12 17:29:00,0.13
2020-08-12 18:29:00,0.13
2020-08-12 19:29:00,0.13
2020-08-12 20:29:00,0.13
2020-08-12 21:29:00,0.131
2020-08-12 22:29:00,0.13
2020-08-12 23:29:00,0.13
2020-08-13 00:29:00,0.13
2020-08-13 01:29:00,0.13
2020-08-13 02:29:00,0.13
2020-08-13 03:29:00,0.13
2020-08-13 04:29:00,0.13
2020-08-13 05:29:00,0.13
2020-08-13 06:29:00,0.129
2020-08-13 07:29:00,0.129
2020-08-13 08:29:00,0.128
2020-08-13 09:29:00,0.128
2020-08-13 10:29:00,0.128
2020-08-13 11:29:00,0.127
2020-08-13 12:29:00,0.127
2020-08-13 13:29:00,0.128
2020-08-13 14:29:00,0.128
2020-08-13 15:29:00,0.129
2020-08-13 16:29:00,0.129
2020-08-13 17:29:00,0.13
2020-08-13 18:29:00,0.13
2020-08-13 19:29:00,0.13
2020-08-13 20:29:00,0.131
2020-08-13 21:29:00,0.131
2020-08-13 22:29:00,0.131
2020-08-13 23:29:00,0.131
2020-08-14 00:29:00,0.13
2020-08-14 01:29:00,0.13
2020-08-14 02:29:00,0.13
2020-08-14 03:29:00,0.13
2020-08-14 04:29:00,0.13
2020-08-14 05:29:00,0.13
2020-08-14 06:29:00,0.13
2020-08-14 07:29:00,0.129
2020-08-14 08:29:00,0.128
2020-08-14 09:29:00,0.128
2020-08-14 10:29:00,0.127
2020-08-14 11:29:00,0.126
2020-08-14 12:29:00,0.127
2020-08-14 13:29:00,0.127
2020-08-14 14:29:00,0.128
2020-08-14 15:29:00,0.128
2020-08-14 16:29:00,0.129
2020-08-14 17:29:00,0.13
2020-08-14 18:29:00,0.13
2020-08-14 19:29:00,0.13
2020-08-14 20:29:00,0.13
2020-08-14 21:29:00,0.13
2020-08-14 22:29:00,0.13
2020-08-14 23:29:00,0.13
2020-08-15 00:29:00,0.131
2020-08-15 01:29:00,0.13
2020-08-15 02:29:00,0.13
2020-08-15 03:29:00,0.13
2020-08-15 04:29:00,0.129
2020-08-15 05:29:00,0.129
2020-08-15 06:29:00,0.129
2020-08-15 07:29:00,0.129
2020-08-15 08:29:00,0.127
2020-08-15 09:29:00,0.128
2020-08-15 10:29:00,0.128
2020-08-15 11:29:00,0.127
2020-08-15 12:29:00,0.127
2020-08-15 13:29:00,0.127
2020-08-15 14:29:00,0.128
2020-08-15 15:29:00,0.128
2020-08-15 16:29:00,0.129
2020-08-15 17:29:00,0.129
2020-08-15 18:29:00,0.13
2020-08-15 19:29:00,0.13
2020-08-15 20:29:00,0.13
2020-08-15 21:29:00,0.131
2020-08-15 22:29:00,0.13
2020-08-15 23:29:00,0.13
2020-08-16 00:29:00,0.129
2020-08-16 01:29:00,0.129
2020-08-16 02:29:00,0.129
2020-08-16 03:29:00,0.129
2020-08-16 04:29:00,0.129
2020-08-16 05:29:00,0.129
2020-08-16 06:29:00,0.128
2020-08-16 07:29:00,0.128
2020-08-16 08:29:00,0.127
2020-08-16 09:29:00,0.126
2020-08-16 10:29:00,0.126
2020-08-16 11:29:00,0.126
2020-08-16 12:29:00,0.126
2020-08-16 13:29:00,0.126
2020-08-16 14:29:00,0.127
2020-08-16 15:29:00,0.128
2020-08-16 16:29:00,0.128
2020-08-16 17:29:00,0.128
2020-08-16 18:29:00,0.129
2020-08-16 19:29:00,0.129
2020-08-16 20:29:00,0.129
2020-08-16 21:29:00,0.129
2020-08-16 22:29:00,0.129
2020-08-16 23:29:00,0.129
2020-08-17 00:29:00,0.128
2020-08-17 01:29:00,0.128
2020-08-17 02:29:00,0.128
2020-08-17 03:29:00,0.128
2020-08-17 04:29:00,0.128
2020-08-17 05:29:00,0.128
2020-08-17 06:29:00,0.127
2020-08-17 07:29:00,0.127
2020-08-17 08:29:00,0.127
2020-08-17 09:29:00,0.12
2020-08-17 10:29:00,0.127
2020-08-17 11:29:00,0.127
2020-08-17 12:29:00,0.127
2020-08-17 13:29:00,0.127
2020-08-17 14:29:00,0.128
2020-08-17 15:29:00,0.128
2020-08-17 16:29:00,0.129
2020-08-17 17:29:00,0.129
2020-08-17 18:29:00,0.129
2020-08-17 19:29:00,0.129
2020-08-17 20:29:00,0.13
2020-08-17 21:29:00,0.13
2020-08-17 22:29:00,0.129
2020-08-17 23:29:00,0.129
2020-08-18 00:29:00,0.129
2020-08-18 01:29:00,0.129
2020-08-18 02:29:00,0.129
2020-08-18 03:29:00,0.129
2020-08-18 04:29:00,0.129
2020-08-18 05:29:00,0.129
2020-08-18 06:29:00,0.128
2020-08-18 07:29:00,0.128
2020-08-18 08:29:00,0.128
2020-08-18 09:29:00,0.127
2020-08-18 10:29:00,0.127
2020-08-18 11:29:00,0.127
2020-08-18 12:29:00,0.126
2020-08-18 13:29:00,0.126
2020-08-18 14:29:00,0.127
2020-08-18 15:29:00,0.128
2020-08-18 16:29:00,0.128
2020-08-18 17:29:00,0.129
2020-08-18 18:29:00,0.129
2020-08-18 19:29:00,0.129
2020-08-18 20:29:00,0.129
2020-08-18 21:29:00,0.129
2020-08-18 22:29:00,0.129
2020-08-18 23:29:00,0.129
2020-08-19 00:29:00,0.129
2020-08-19 01:29:00,0.129
2020-08-19 02:29:00,0.128
2020-08-19 03:29:00,0.128
2020-08-19 04:29:00,0.128
2020-08-19 05:29:00,0.128
2020-08-19 06:29:00,0.128
2020-08-19 07:29:00,0.128
2020-08-19 08:29:00,0.127
2020-08-19 09:29:00,0.126
2020-08-19 10:29:00,0.125
2020-08-19 11:29:00,0.125
2020-08-19 12:29:00,0.126
2020-08-19 13:29:00,0.126
2020-08-19 14:29:00,0.127
2020-08-19 15:29:00,0.127
2020-08-19 16:29:00,0.128
2020-08-19 17:29:00,0.128
2020-08-19 18:29:00,0.129
2020-08-19 19:29:00,0.129
2020-08-19 20:29:00,0.129
2020-08-19 21:29:00,0.128
2020-08-19 22:29:00,0.128
2020-08-19 23:29:00,0.128
2020-08-20 00:29:00,0.128
