"TIME","Amm.kg/m^3"
2020-06-19 12:31:00,0.0054709
2020-06-19 12:36:00,0.00541142
2020-06-19 12:51:00,0.00531119
2020-06-19 13:06:00,0.00531771
2020-06-19 13:21:00,0.00534399
2020-06-19 13:36:00,0.00535186
2020-06-19 13:51:00,0.00537363
2020-06-19 14:06:00,0.0054075
2020-06-19 14:21:00,0.00545602
2020-06-19 14:36:00,0.00550151
2020-06-19 14:51:00,0.00551358
2020-06-19 15:06:00,0.00557349
2020-06-19 15:21:00,0.00536519
2020-06-19 15:36:00,0.00535274
2020-06-19 15:51:00,0.00540066
2020-06-19 16:06:00,0.00251183
2020-06-19 16:21:00,0.00247895
2020-06-19 16:36:00,0.00256718
2020-06-19 16:51:00,0.00263938
2020-06-19 17:06:00,0.0027039
2020-06-19 17:21:00,0.00274162
2020-06-19 17:36:00,0.00280682
2020-06-19 17:51:00,0.00283659
2020-06-19 18:06:00,0.00286345
2020-06-19 18:21:00,0.00290863
2020-06-19 18:36:00,0.00293034
2020-06-19 18:51:00,0.0029462
2020-06-19 19:06:00,0.00297641
2020-06-19 19:21:00,0.00299303
2020-06-19 19:36:00,0.00303696
2020-06-19 19:51:00,0.00302495
2020-06-19 20:06:00,0.00304061
2020-06-19 20:21:00,0.00304875
2020-06-19 20:36:00,0.00308632
2020-06-19 20:51:00,0.00311242
2020-06-19 21:06:00,0.00312698
2020-06-19 21:21:00,0.00312779
2020-06-19 21:36:00,0.00315986
2020-06-19 21:51:00,0.00315877
2020-06-19 22:06:00,0.00316168
2020-06-19 22:21:00,0.0031583
2020-06-19 22:36:00,0.00316184
2020-06-19 22:51:00,0.0031713
2020-06-19 23:06:00,0.00317865
2020-06-19 23:21:00,0.00318891
2020-06-19 23:36:00,0.00318533
2020-06-19 23:51:00,0.00317932
2020-06-20 00:06:00,0.00319107
2020-06-20 00:21:00,0.00319719
2020-06-20 00:36:00,0.00318638
2020-06-20 00:51:00,0.00317773
2020-06-20 01:06:00,0.00317322
2020-06-20 01:21:00,0.00316701
2020-06-20 01:36:00,0.00315647
2020-06-20 01:51:00,0.00314409
2020-06-20 02:06:00,0.00313614
2020-06-20 02:21:00,0.00313149
2020-06-20 02:36:00,0.00313057
2020-06-20 02:51:00,0.00311815
2020-06-20 03:06:00,0.00309813
2020-06-20 03:21:00,0.00349127
2020-06-20 03:36:00,0.00308986
2020-06-20 03:51:00,0.00308554
2020-06-20 04:06:00,0.00308186
